highest_layer,transport_layer,src_ip,dst_ip,src_port,dst_port,ip_flag,packet_length,transport_flag,time,timestamp,geo_country,data,type,code,checksum
DATA,UDP,::212:7408:8:808,::1,1884,1884,-1,65,-1,2021-06-14 23:05:18.278000,1623711918278,Unknown,,-1,-1,-1
DATA,UDP,::212:7407:7:707,::1,1884,1884,-1,65,-1,2021-06-14 23:05:18.338000,1623711918338,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:7408:8:808,1884,1884,-1,62,-1,2021-06-14 23:05:18.338000,1623711918338,Unknown,,-1,-1,-1
DATA,UDP,::212:7408:8:808,::1,1884,1884,-1,65,-1,2021-06-14 23:05:18.338000,1623711918338,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:7408:8:808,1884,1884,-1,62,-1,2021-06-14 23:05:18.395000,1623711918395,Unknown,,-1,-1,-1
DATA,UDP,::212:7408:8:808,::1,1884,1884,-1,78,-1,2021-06-14 23:05:18.395000,1623711918395,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:7408:8:808,1884,1884,-1,62,-1,2021-06-14 23:05:18.425000,1623711918425,Unknown,,-1,-1,-1
DATA,UDP,::212:7408:8:808,::1,1884,1884,-1,58,-1,2021-06-14 23:05:18.426000,1623711918426,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:7407:7:707,1884,1884,-1,62,-1,2021-06-14 23:05:18.426000,1623711918426,Unknown,,-1,-1,-1
DATA,UDP,::212:7407:7:707,::1,1884,1884,-1,65,-1,2021-06-14 23:05:18.479000,1623711918479,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:7408:8:808,1884,1884,-1,63,-1,2021-06-14 23:05:18.480000,1623711918480,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:7407:7:707,1884,1884,-1,62,-1,2021-06-14 23:05:18.481000,1623711918481,Unknown,,-1,-1,-1
DATA,UDP,::212:7407:7:707,::1,1884,1884,-1,65,-1,2021-06-14 23:05:18.520000,1623711918520,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:7407:7:707,1884,1884,-1,62,-1,2021-06-14 23:05:18.521000,1623711918521,Unknown,,-1,-1,-1
